Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value
CHEMBL5394677,,None,444.39,1,5.1,18h,Cn1ccc2c(Oc3ccc(NC(=O)Cc4ccc(C(F)(F)F)c(F)c4)cc3)ncnc21,IC50,'>',3000,nM,,,,UO_0000065,,,,,0,CHEMBL5354539,Inhibition of FLT3 (unknown origin) using TK as substrate incubated for 50 mins in presence of ATP by HTRF method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL5352438,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 0.8333 hr,,,3000
CHEMBL3301610,ABEMACICLIB,4,506.61,1,4.94,Chemical Probe: LY2835219,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,IC50,'=',403,nM,6.39,,,UO_0000065,12.62,0.24,1.45,8.53,0,CHEMBL5684087,Inhibition of recombinant human N-terminal GST-tagged FLT3 D835Y mutant (564 to end residues) expressed in baculovirus infected Sf21 insect cells using Abltide as substrate,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf21,None,EFO_ID: MONDO:0004992 | EFO_TERM: cancer,P36888,D835Y,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL5678811,72,Chemical Probe data from Scientific Literature,Invest New Drugs,2014,None,,INHIBITOR,,403
CHEMBL5800825,,None,433.56,0,4.6,BDBM308307,CCCCNc1ncc(-c2cc(Nc3ccccc3)ncn2)c(N[C@H]2CC[C@H](O)CC2)n1,IC50,'=',5.5,nM,8.26,,591303,UO_0000065,19.05,0.35,3.66,7.66,0,CHEMBL5731808,Activity Assay: Briefly,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5072265,,None,464.57,0,1.67,10,COc1cc(N2CCN(C)CC2)ccc1NC(=O)c1cnn2ccc(N3CCC[C@@H](N)C3)nc12,IC50,'=',3.7,nM,8.43,,,UO_0000065,18.15,0.34,6.76,8.09,0,CHEMBL5054520,Inhibition of FLT3-ITD mutant (unknown origin) using Poly (Glu,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5888581,,None,378.39,0,1.94,BDBM559436,COC(=O)c1ccc2c(c1)/C(=C1/Nc3ccccc3/C1=N\OCCN)C(=O)N2,IC50,'=',5,nM,8.3,,1180997,UO_0000065,21.94,0.4,6.36,7.22,0,CHEMBL5738213,In Vitro Kinase Assay: The inhibition of the FLT3 kinase activity was measured with homogeneous,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5184847,,None,321.29,0,2.35,BDBM559439,O=C1Nc2ccc(C(=O)O)cc2/C1=C1/Nc2ccccc2/C1=N\O,IC50,'=',8,nM,8.1,,1181001,UO_0000065,25.2,0.46,5.75,7.29,1,CHEMBL5738213,In Vitro Kinase Assay: The inhibition of the FLT3 kinase activity was measured with homogeneous,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5751969,,None,447.5,0,2.14,BDBM559443,CN1CCN(CCO/N=C2C(=C3/C(=O)Nc4ccc(C(=O)O)cc43)/Nc3ccccc3/2)CC1,IC50,'=',3,nM,8.52,,1181005,UO_0000065,19.05,0.35,6.38,8,0,CHEMBL5738213,In Vitro Kinase Assay: The inhibition of the FLT3 kinase activity was measured with homogeneous,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5856230,,None,517.08,2,6.1,BDBM476709,Cc1ccc2c(-c3nc(Nc4cc(C5CC5)cc(CN5C[C@@H](C)N[C@@H](C)C5)c4O)ncc3Cl)c[nH]c2c1,IC50,'=',0.4,nM,9.4,,1156405,UO_0000065,18.18,0.35,3.3,10.55,0,CHEMBL5737970,Evaluation of Kinase Inhibitory Activity: The inhibitory activity of some of the compounds described above against FLT3-ITD,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4568735,NVS-MALT1,None,574.03,1,4.72,EUB0000239,CO[C@@H](C)c1c(Nc2ccc([C@H](N(C)C(=O)C3CCS(=O)(=O)CC3)C(F)(F)F)cc2)cnc2cc(Cl)nn12,IC50,'=',3500,nM,5.46,,Active,UO_0000065,9.5,0.2,0.74,5.15,0,CHEMBL4888312,Kinase panel,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,Compound concentration None 10.0 uM,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL4507320,54,SGC Frankfurt - Donated Chemical Probes,,2021,None,,,,3.5
CHEMBL5412282,,None,475.04,1,5.83,4a,O=S(=O)(c1ccc(Nc2nc(Cl)nc3c(C4=CCCCC4)csc23)cc1)N1CCCC1,IC50,'>',20000,nM,,,,UO_0000065,,,,,0,CHEMBL5323641,Inhibition of recombinant human FLT3-ITD mutant expressed in Sf9 insect cells using AGLT peptide and ATP as substrate in presence of [gamma-33P]ATP as substrate by radiometric assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,UNDEFINED MUTATION,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL5321268,1,Scientific Literature,J Med Chem,2023,None,,,,20
CHEMBL5426185,,None,547.71,2,5.9,5a,Nc1ccc(Nc2nc(Nc3ccc(S(=O)(=O)N4CCCC4)cc3)c3scc(C4=CCCCC4)c3n2)cn1,IC50,'=',5098,nM,5.29,,,UO_0000065,9.66,0.19,-0.61,4.2,0,CHEMBL5323641,Inhibition of recombinant human FLT3-ITD mutant expressed in Sf9 insect cells using AGLT peptide and ATP as substrate in presence of [gamma-33P]ATP as substrate by radiometric assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,UNDEFINED MUTATION,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL5321268,1,Scientific Literature,J Med Chem,2023,None,,INHIBITOR,,5.098
CHEMBL5412366,,None,534.48,1,3.7,29a,N[C@H]1CC[C@H](Nc2cc(Nc3ccc(S(=O)(=O)N4CCCC4)cc3)c3ncc(Br)n3n2)CC1,IC50,'=',2,nM,8.7,,,UO_0000065,16.28,0.36,5,7.39,0,CHEMBL5323641,Inhibition of recombinant human FLT3-ITD mutant expressed in Sf9 insect cells using AGLT peptide and ATP as substrate in presence of [gamma-33P]ATP as substrate by radiometric assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,UNDEFINED MUTATION,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL5321268,1,Scientific Literature,J Med Chem,2023,None,,INHIBITOR,,0.002
CHEMBL5438877,,None,523.71,1,4.6,34b,N[C@H]1CC[C@H](Nc2cc(Nc3ccc(S(=O)(=O)N4CCCC4)cc3)c3ncc(C4CCCC4)n3n2)CC1,IC50,'=',5,nM,8.3,,,UO_0000065,15.85,0.31,3.7,7.06,0,CHEMBL5323641,Inhibition of recombinant human FLT3-ITD mutant expressed in Sf9 insect cells using AGLT peptide and ATP as substrate in presence of [gamma-33P]ATP as substrate by radiometric assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,UNDEFINED MUTATION,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL5321268,1,Scientific Literature,J Med Chem,2023,None,,INHIBITOR,,0.005
CHEMBL5394400,,None,537.72,1,4.67,34q,N[C@H]1CC[C@H](Nc2cc(Nc3ccc(S(=O)(=O)N4CCCC4)cc3)c3ncc(-c4ccsc4)n3n2)CC1,IC50,'=',1,nM,9,,,UO_0000065,16.74,0.33,4.33,7.65,0,CHEMBL5323641,Inhibition of recombinant human FLT3-ITD mutant expressed in Sf9 insect cells using AGLT peptide and ATP as substrate in presence of [gamma-33P]ATP as substrate by radiometric assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,UNDEFINED MUTATION,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL5321268,1,Scientific Literature,J Med Chem,2023,None,,INHIBITOR,,0.001
CHEMBL535,SUNITINIB,4,398.48,0,3.33,Sunitinib,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,IC50,'=',30,nM,7.52,,,UO_0000065,18.88,0.35,4.19,9.74,1,CHEMBL5133774,Inhibition of FLT3-D835Y autophosphorylation in human MV4-11 cells measured after 2 hrs by Western blot analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MV4-11,None,,P36888,D835Y,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL5131443,1,Scientific Literature,Bioorg Med Chem,2022,None,TIME = 2.0 hr,INHIBITOR,,30
CHEMBL5429799,,None,426.95,0,4.26,A17,Cc1cnc(Nc2ccc(CCNC(=O)CCCl)cc2)nc1-c1cnn(C(C)C)c1,IC50,'>',10,nM,,,,UO_0000065,,,,,0,CHEMBL5329056,Inhibition of FLT3 in human MOLM-13 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MOLM-13,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL5325511,1,Scientific Literature,ACS Med Chem Lett,2023,None,,,,10
CHEMBL5408994,,None,390.49,0,4,A7,Cc1cnc(Nc2ccc(CNC(=O)C3CC3)cc2)nc1-c1cnn(C(C)C)c1,IC50,'=',311,nM,6.51,,,UO_0000065,16.66,0.31,2.51,7.68,0,CHEMBL5329063,Inhibition of FLT3 (unknown origin) in presence of Mg/ATP mixture by [gamma p33]-ATP based radiometric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL5325511,1,Scientific Literature,ACS Med Chem Lett,2023,None,,INHIBITOR,,311
CHEMBL5419978,,None,426.55,0,3.55,A12,Cc1cnc(Nc2ccc(CNS(=O)(=O)C3CC3)cc2)nc1-c1cnn(C(C)C)c1,IC50,'=',297,nM,6.53,,,UO_0000065,15.3,0.3,2.98,6.41,0,CHEMBL5329063,Inhibition of FLT3 (unknown origin) in presence of Mg/ATP mixture by [gamma p33]-ATP based radiometric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL5325511,1,Scientific Literature,ACS Med Chem Lett,2023,None,,INHIBITOR,,297
CHEMBL4753549,,None,459.6,0,3.98,13ac,Cc1cnc(Nc2ccc3c(c2)CCN(C(=O)/C=C/CN(C)C)C3)nc1-c1cnn(C(C)C)c1,IC50,'=',62,nM,7.21,,,UO_0000065,15.68,0.29,3.23,9.1,1,CHEMBL5329063,Inhibition of FLT3 (unknown origin) in presence of Mg/ATP mixture by [gamma p33]-ATP based radiometric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL5325511,1,Scientific Literature,ACS Med Chem Lett,2023,None,,INHIBITOR,,62
CHEMBL4213103,,None,478.65,0,4.06,8b,NCCCCCNc1nc(Nc2ccc(CN3CCOCC3)cc2)c2ncn(C3CCCC3)c2n1,IC50,'=',65,nM,7.19,,,UO_0000065,15.02,0.28,3.13,6.77,0,CHEMBL4183765,Inhibition of N-terminal GST/His6-fused recombinant human FLT3 (R571 to S993 residues) D835Y mutant expressed in Sf9 insect cells using poly (Ala,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5073858,,None,574.61,1,4.94,25g,COc1cccc(-c2nc3sccn3c2-c2ccnc(NCCNS(=O)(=O)c3ccc(C(F)(F)F)cc3)n2)c1,IC50,'=',2170,nM,5.66,,,UO_0000065,9.86,0.2,0.72,5.12,0,CHEMBL5046416,Inhibition of FLT3 (unknown origin) incubated for 1 hr by qPCR analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL5046217,1,Scientific Literature,J Med Chem,2021,None,TIME = 1.0 hr,INHIBITOR,,2.17
CHEMBL5081210,,None,538.63,1,4.45,25j,COc1cccc(-c2nc3sccn3c2-c2ccnc(NCCCNS(=O)(=O)c3cccc(F)c3)n2)c1,IC50,'=',2980,nM,5.53,,,UO_0000065,10.26,0.2,1.08,5,0,CHEMBL5046416,Inhibition of FLT3 (unknown origin) incubated for 1 hr by qPCR analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL5046217,1,Scientific Literature,J Med Chem,2021,None,TIME = 1.0 hr,INHIBITOR,,2.98
CHEMBL4292020,,None,420.46,0,4.63,15,CN1CCN(c2ccc(-c3c(-c4cc(F)c(O)c(F)c4)cnc4[nH]ccc34)cc2)CC1,IC50,'=',120,nM,6.92,,,UO_0000065,16.46,0.3,2.29,12.49,0,CHEMBL4267002,Inhibition of FLT3 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL4265896,1,Scientific Literature,Bioorg Med Chem Lett,2018,None,,,,0.12
CHEMBL5416999,,None,389.46,0,4.5,31,COc1ccc2cc1COC/C=C/COCc1cccc(c1)-c1ccnc(n1)N2,IC50,'=',190,nM,6.72,,,UO_0000065,17.26,0.32,2.22,10.26,0,CHEMBL5347033,Inhibition of FLT3 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL5346859,1,Scientific Literature,Eur J Med Chem,2022,None,,INHIBITOR,,190
CHEMBL2105717,CABOZANTINIB,4,501.51,2,5.54,BDBM50021574,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC,IC50,'<',50,nM,,,763399,UO_0000065,,,,,0,CHEMBL5733613,Kinase Dilution: Kinase Activity was measured and profiled by EMD Millipore according to the Kinase Profiler Service Assay Protocols Protocol Guide Volume 57. The results are summarized below in Table 3. Inhibition is indicated as IC50 with the following key: A=IC50 less than 50 nM,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL6030400,,None,517.51,2,5.25,BDBM381928,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)c(O)c5)CC4)cc3)c2cc1OC,IC50,'<',50,nM,,,763409,UO_0000065,,,,,0,CHEMBL5733613,Kinase Dilution: Kinase Activity was measured and profiled by EMD Millipore according to the Kinase Profiler Service Assay Protocols Protocol Guide Volume 57. The results are summarized below in Table 3. Inhibition is indicated as IC50 with the following key: A=IC50 less than 50 nM,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1873475,IBRUTINIB,4,440.51,0,4.22,ibrutinib,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,IC50,,,,,,Not Determined,,,,,,0,CHEMBL5386990,Inhibition of FLT3 (unknown origin) incubated for 40 mins by radiometric kinase assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL5385861,1,Scientific Literature,Eur J Med Chem,2023,None,TIME = 0.6667 hr,,,
CHEMBL5402953,,None,454.49,0,2.6,RSH-16,CN1CCN(c2ccc(Nc3ncc(F)c(Nc4ccccc4C(=O)NN)n3)cc2F)CC1,IC50,'=',11,nM,7.96,,,UO_0000065,17.51,0.33,5.36,7.14,0,CHEMBL5386990,Inhibition of FLT3 (unknown origin) incubated for 40 mins by radiometric kinase assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL5385861,1,Scientific Literature,Eur J Med Chem,2023,None,TIME = 0.6667 hr,INHIBITOR,,11
CHEMBL4856177,,None,492.63,1,5.2,37d,CC(C)c1c2cc(-c3ccnc(Nc4ccc5c(N6CCN(C)CC6)ccnc5c4)n3)ccc2nn1C,IC50,'=',2.2,nM,8.66,,,UO_0000065,17.57,0.32,3.46,11.54,0,CHEMBL4830408,Inhibition of human FLT3 using EAIYAAPFAKKK as substrate incubated for 2 hrs by [gamma-33P]-ATP assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL4828743,1,Scientific Literature,J Med Chem,2021,None,TIME = 2.0 hr,INHIBITOR,,2.2
CHEMBL5070593,,None,515.6,1,4.07,20,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Nc3ccc(CC(=O)Nc4cccc(F)c4)cc3)n2)[nH]n1,IC50,'=',112.95,nM,6.95,,,UO_0000065,13.47,0.25,2.88,6.09,0,CHEMBL5048427,Inhibition of FLT3 (unknown origin) using 5-FAM- peptide as substrate preincubated for 1 hr followed by substrate addition in presence of ATP by microfluidics assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL5046267,1,Scientific Literature,J Med Chem,2022,None,TIME = 1.0 hr,INHIBITOR,,112.95
CHEMBL4536858,,None,538.63,1,2.06,14q,NS(=O)(=O)c1ccc(NC(=O)N2CCN(c3ccnc(Nc4ccc(N5CCOCC5)cc4)n3)CC2)cc1,IC50,'=',30,nM,7.52,,,UO_0000065,13.97,0.27,5.46,5.15,0,CHEMBL4362532,Inhibition of N-terminal GST-tagged human FLT3 cytoplasmic domain (564 to 993 residues) expressed in baculovirus expression system musing FAM-labeled peptide as substrate preincubated for 10 mins followed by substrate addition measured after 1 hr in presence of ATP by mobility shift assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL4359878,1,Scientific Literature,Eur J Med Chem,2019,None,,,,30
CHEMBL5532272,,None,369.43,0,2.73,19,COc1ccc2cc1OC/C=C\CNc1ncc(C(=O)NC(C)C)c(n1)N2,IC50,'=',1600,nM,5.8,,,UO_0000065,15.69,0.29,3.07,5.95,0,CHEMBL5522987,Inhibition of FLT3 (unknown origin) by MCE assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL5518243,1,Scientific Literature,J Med Chem,2024,None,,INHIBITOR,,1600
CHEMBL5562932,,None,391.44,0,1.5,26,CN1CC(NC(=O)c2cnc3nc2Nc2ccc(C#N)c(c2)OC/C=C\CN3)C1,IC50,'=',4400,nM,5.36,,,UO_0000065,13.68,0.25,3.86,4.65,0,CHEMBL5522987,Inhibition of FLT3 (unknown origin) by MCE assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL5518243,1,Scientific Literature,J Med Chem,2024,None,,INHIBITOR,,4400
CHEMBL482968,ENMD-2076,2,375.48,0,3.17,ENMD-2076,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(/C=C/c3ccccc3)n2)n[nH]1,IC50,'=',1.86,nM,8.73,,,UO_0000065,23.25,0.43,5.56,11.96,1,CHEMBL4315077,Inhibition of FLT3 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL4311995,1,Scientific Literature,Eur J Med Chem,2019,None,,,,1.86
CHEMBL4777640,,None,520.68,2,5.78,4,COc1cc2c(Nc3cnc(OCCCC4CCCC4)nc3)ncnc2cc1OCCCN1CCCCC1,IC50,'=',19.95,nM,7.7,,,UO_0000065,14.79,0.28,1.92,8.15,0,CHEMBL4739200,Inhibition of His6/TEV fused-GST-tagged Flt3 (unknown origin) (H564 to S993 residues) using Axltide (CKKSRGDYMTMQJ-acid) peptide as substrate preincubated for 30 mins followed by substrate and ATP addition at Km concentration measured after 75 mins by RapidFire LC-MS analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL4732252,1,Scientific Literature,J Med Chem,2021,None,TIME = 1.75 hr,INHIBITOR,,7.7
CHEMBL5195969,,None,444.62,0,3.01,UNC2876A,CCCCNc1ncc(C(=O)NC2CCN(CC3CC3)CC2)c(N[C@H]2CC[C@H](O)CC2)n1,IC50,'=',49,nM,7.31,,,UO_0000065,16.44,0.31,4.3,7.14,1,CHEMBL5155222,Inhibition of FLT3 (unknown origin) using 5-FAM-KKKKEEIYFFF-CONH2 as substrate incubated for 180 mins in presence of ATP by microfluidic capillary electrophoresis analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL5154642,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 3.0 hr,INHIBITOR,,49
CHEMBL6021522,,None,299.77,0,2.43,BDBM538662,Clc1ccn2c(-c3cccc(NC4CNC4)n3)cnc2c1,IC50,'=',973,nM,6.01,,1141801,UO_0000065,20.05,0.39,3.58,11.08,0,CHEMBL5737866,AlphaLISA Assay: AlphaScreen SureFire STAT5 (pTyr694;Tyr699) Assay kit (Perkin Elmer). Assay was performed according to manufacturer protocol.,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL5728990,37,BindingDB Patent Bioactivity Data,,2022,None,,,,973
CHEMBL6013351,,None,451.46,0,3.73,BDBM559451,O=C1Nc2ccc([N+](=O)[O-])cc2/C1=C1/Nc2ccc(F)cc2/C1=N\OCCN1CCCCC1,IC50,'=',453,nM,6.34,,1181013,UO_0000065,14.05,0.26,2.61,5.81,0,CHEMBL5738213,In Vitro Kinase Assay: The inhibition of the FLT3 kinase activity was measured with homogeneous,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4443021,,None,539.55,1,4.79,12d,COc1cccc(-n2cc(/C=N/NC(=O)Nc3ccc(Oc4ccnc5cc(OC)c(OC)cc45)cc3)nn2)c1,IC50,'>',1000,nM,,,,UO_0000065,,,,,0,CHEMBL4354776,Inhibition of FLT3 (unknown origin) using peptide as substrate preincubated with enzyme for 10 mins followed by substrate addition further incubated for 1 hr by mobility shift assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL4351032,1,Scientific Literature,Bioorg Med Chem Lett,2019,None,,,,1000
CHEMBL4799113,,None,701.22,2,6.31,26af,COCC/C(=N\S(=O)(=O)Cc1ccc(Cl)cc1)Nc1ccc(Oc2ccnc3cc(OCCCN4CCOCC4)c(OC)cc23)c(F)c1,IC50,'=',7.28,nM,8.14,,,UO_0000065,11.61,0.23,1.83,6.74,0,CHEMBL4771080,Inhibition of FLT-3 (unknown origin) using poly (Glu,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3680380,,None,455.57,0,4.77,BDBM112461,CC(=O)N1CCc2nc(Nc3ncc4c5ccncc5n([C@H]5CC[C@H](C)CC5)c4n3)ccc2C1,IC50,'=',3.2,nM,8.49,,233558,UO_0000065,18.65,0.34,3.72,9.56,0,CHEMBL5729874,Kinase Assay: The FLT3 inhibitory activity of the CDK4/6-FLT3 inhibitors was determined with a HTRF kinase assay. The FLT3 enzyme (GST-FLT3 fusion) was purchased from Carna Biosciences. An ULight-labeled synthetic peptide derived from human Janus kinase 1 (aa1015-1027,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3680385,,None,519.68,1,4.27,BDBM112467,CS(=O)(=O)CCN1CCc2nc(Nc3ncc4c5ccncc5n([C@H]5CC[C@H](C)CC5)c4n3)ccc2C1,IC50,'=',36.1,nM,7.44,,233564,UO_0000065,14.32,0.27,3.17,7.03,0,CHEMBL5729874,Kinase Assay: The FLT3 inhibitory activity of the CDK4/6-FLT3 inhibitors was determined with a HTRF kinase assay. The FLT3 enzyme (GST-FLT3 fusion) was purchased from Carna Biosciences. An ULight-labeled synthetic peptide derived from human Janus kinase 1 (aa1015-1027,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3684994,,None,469.59,1,5.33,BDBM112497,CC(=O)N1Cc2ccc(Nc3ncc4c5ccncc5n([C@H]5CC[C@H](C)CC5)c4n3)nc2[C@@H](C)C1,IC50,'=',2.3,nM,8.64,,233575,UO_0000065,18.4,0.34,3.31,9.72,0,CHEMBL5729874,Kinase Assay: The FLT3 inhibitory activity of the CDK4/6-FLT3 inhibitors was determined with a HTRF kinase assay. The FLT3 enzyme (GST-FLT3 fusion) was purchased from Carna Biosciences. An ULight-labeled synthetic peptide derived from human Janus kinase 1 (aa1015-1027,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5195070,,None,488.38,0,2.62,14h,CN1CCN(C(=O)CO/N=C2C(=C3/C(=O)Nc4ccc(Cl)cc43)/Nc3ccccc3/2)CC1.Cl,IC50,'=',1.3,nM,8.89,,,UO_0000065,19.66,0.38,6.27,10.3,0,CHEMBL5123484,Inhibition of human recombinant His-tagged FLT3 kinase domain (564 to 958 residues) expressed in baculovirus expression system incubated for 30 mins in presence of ATP by HTRF analysis,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1974,Receptor-type tyrosine-protein kinase FLT3,Homo sapiens,SINGLE PROTEIN,CHEMBL5120851,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 0.5 hr,INHIBITOR,,1.3
