Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value,,,,,,,,,,,,,,,,,,,
CHEMBL3898262,,None,429.4,0,4.29,BDBM213475,O=C(Nc1ccc(OC(F)(F)F)cc1)c1cnc(N2CCCC2)c(-c2cncnc2)c1,IC50,'<',3,nM,,,375300,UO_0000065,,,,,0,CHEMBL3888132,Radio ABL1 (64-515) Assay: For determination of ABL kinase activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3980913,,None,444.42,0,3.87,BDBM213476,Nc1ncc(-c2cc(C(=O)Nc3ccc(OC(F)(F)F)cc3)cnc2N2CCCC2)cn1,IC50,'<',3,nM,,,375301,UO_0000065,,,,,0,CHEMBL3888132,Radio ABL1 (64-515) Assay: For determination of ABL kinase activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1241481,,None,398.47,0,4.01,PP20,COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1NC(=O)OC(C)(C)C,IC50,'=',100,nM,7,,,UO_0000065,17.57,0.33,2.99,5.97,0,CHEMBL1243979,Inhibition of ABL1 at 1 uM after 60 mins by FRET assay in presence of 10 uM ATP,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL1240340,1,Scientific Literature,Nat Chem Biol,2008,None,,,,0.1,,,,,,,,,,,,,,,,,,,
CHEMBL1241767,,None,489.54,0,4.15,PIK-294,Cc1ccccc1-n1c(Cn2nc(-c3cccc(O)c3)c3c(N)ncnc32)nc2cccc(C)c2c1=O,IC50,'>',50000,nM,,,,UO_0000065,,,,,0,CHEMBL1243979,Inhibition of ABL1 at 1 uM after 60 mins by FRET assay in presence of 10 uM ATP,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL1240340,1,Scientific Literature,Nat Chem Biol,2008,None,,,,50,,,,,,,,,,,,,,,,,,,
CHEMBL4865214,,None,454.56,0,2.06,C2,Cc1nc(Nc2ncc(C(=O)Nc3ncccc3C)s2)cc(N2CCN(CCO)CC2)n1,IC50,'=',14.4,nM,7.84,,,UO_0000065,17.25,0.33,5.78,6.57,0,CHEMBL4807585,Inhibition of wild type ABL1 (unknown origin) using poly(Ala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4869199,,None,489.01,0,2.71,C4,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cncc3Cl)s2)cc(N2CCN(CCO)CC2)n1,IC50,'=',17.7,nM,7.75,,,UO_0000065,15.85,0.32,5.04,6.49,0,CHEMBL4807585,Inhibition of wild type ABL1 (unknown origin) using poly(Ala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4110930,,None,467.86,0,3.05,BDBM230848,O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(NCC[C@@H](O)CO)c(-c2ccn[nH]2)c1,IC50,'=',13,nM,7.89,,402932,UO_0000065,16.86,0.34,4.84,5.96,0,CHEMBL5730227,Caliper Assay: The assay plates were prepared by addition of 50 nL per well of compound solution in 90% DMSO. The kinase reactions were started by stepwise addition of 4.5 μL per well of peptide/ATP-solution (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4115097,,None,512.41,1,4.64,BDBM213629,O=C(Nc1ccc(OC(F)(F)C(F)(F)F)cc1)c1cnc(N2CC[C@@H](O)C2)c(-c2cncc(F)c2)c1,IC50,'=',10,nM,8,,375454,UO_0000065,15.61,0.3,3.36,9.13,0,CHEMBL5730171,Radio ABL1 (64-515) Assay: For determination of ABL kinase activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4109082,,None,512.41,1,4.16,BDBM213631,N[C@]1(C(F)(F)F)CCN(c2ncc(C(=O)Nc3ccc(OC(F)(F)F)cc3)cc2-c2cncnc2)C1,IC50,'=',0.2,nM,9.7,,375456,UO_0000065,18.93,0.37,5.54,9.13,0,CHEMBL5730171,Radio ABL1 (64-515) Assay: For determination of ABL kinase activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3915545,,None,456.43,0,3.08,BDBM213635,N[C@@H]1[C@H]2CN(c3ncc(C(=O)Nc4ccc(OC(F)(F)F)cc4)cc3-c3cncnc3)C[C@@H]12,IC50,'=',0.9,nM,9.05,,375459,UO_0000065,19.82,0.37,5.97,8.51,0,CHEMBL5730171,Radio ABL1 (64-515) Assay: For determination of ABL kinase activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3953321,,None,487.89,0,4.25,BDBM213592,CCN(CCO)c1ncc(C(=O)Nc2ccc(OC(F)(F)Cl)cc2)cc1-c1cncc(C#N)c1,IC50,'=',0.8,nM,9.1,,375615,UO_0000065,18.65,0.37,4.85,8.17,0,CHEMBL5730172,Caliper ABL : The assay plates were prepared by addition of 50 nL per well of compound solution in 90% DMSO. The kinase reactions were started by stepwise addition of 4.5 uL per well of peptide/ATP-solution (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3918681,,None,486.49,0,4.81,BDBM213552,Cc1ccc(-c2cc(C(=O)Nc3ccc(OC(F)(F)F)cc3)cnc2N2CC(C(C)(C)O)C2)cn1,IC50,'=',5,nM,8.3,,375377,UO_0000065,17.06,0.32,3.49,9.48,0,CHEMBL5730171,Radio ABL1 (64-515) Assay: For determination of ABL kinase activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3919275,,None,471.44,0,3.98,BDBM213566,CCN(CCO)c1ncc(C(=O)Nc2ccc(OC(F)(F)F)cc2)cc1-c1cncc(C#N)c1,IC50,'=',37,nM,7.43,,375391,UO_0000065,15.76,0.3,3.45,6.67,0,CHEMBL5730171,Radio ABL1 (64-515) Assay: For determination of ABL kinase activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3901390,,None,462.43,0,4.1,BDBM213572,COc1ccc(-c2cc(C(=O)Nc3ccc(OC(F)(F)F)cc3)cnc2NCCCO)cn1,IC50,'=',12,nM,7.92,,375397,UO_0000065,17.13,0.33,3.82,7.5,0,CHEMBL5730171,Radio ABL1 (64-515) Assay: For determination of ABL kinase activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4106838,,None,478.86,0,4.27,BDBM213579,O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CC[C@@H](O)C2)c(-c2cncc(F)c2)c1,IC50,'=',4,nM,8.4,,375404,UO_0000065,17.54,0.35,4.13,9.59,0,CHEMBL5730171,Radio ABL1 (64-515) Assay: For determination of ABL kinase activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3951931,,None,499.91,0,4.25,BDBM213584,N#Cc1cncc(-c2cc(C(=O)Nc3ccc(OC(F)(F)Cl)cc3)cnc2N2CC[C@H](CO)C2)c1,IC50,'=',11,nM,7.96,,375409,UO_0000065,15.92,0.31,3.71,7.15,0,CHEMBL5730171,Radio ABL1 (64-515) Assay: For determination of ABL kinase activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3906751,,None,449.46,0,3.83,BDBM213600,CN(CCO)c1ncc(C(=O)Nc2ccc(SC(F)(F)F)cc2)cc1-c1cncnc1,IC50,'=',2,nM,8.7,,375425,UO_0000065,19.35,0.38,4.87,9.53,0,CHEMBL5730171,Radio ABL1 (64-515) Assay: For determination of ABL kinase activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3974180,,None,466.46,0,4.58,BDBM213601,CN(CCO)c1ncc(C(=O)Nc2ccc(SC(F)(F)F)cc2)cc1-c1cncc(F)c1,IC50,'=',2.3,nM,8.64,,375426,UO_0000065,18.52,0.37,4.06,11.03,0,CHEMBL5730171,Radio ABL1 (64-515) Assay: For determination of ABL kinase activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL604712,,None,376.41,0,3.56,1,CC(C)(C)C(=O)N1Cc2c(NC(=O)c3cc(F)cc(F)c3)n[nH]c2C1(C)C,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL1074427,Inhibition of c-ABL by scintillation proximity assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL1157586,1,Scientific Literature,Bioorg Med Chem,2010,None,,,,10,,,,,,,,,,,,,,,,,,,
CHEMBL3899456,,None,444.41,0,3.87,BDBM213409,O=C(Nc1ccc(OC(F)(F)F)cc1)c1ccc(N2CC[C@H](O)C2)c(-c2cncnc2)c1,IC50,'<',3,nM,,,375234,UO_0000065,,,,,0,CHEMBL5730171,Radio ABL1 (64-515) Assay: For determination of ABL kinase activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4109149,,None,474.44,0,3.87,BDBM213412,COc1ncc(-c2cc(C(=O)Nc3ccc(OC(F)(F)F)cc3)ccc2N2CC[C@@H](O)C2)cn1,IC50,'=',7,nM,8.15,,375237,UO_0000065,17.19,0.33,4.28,8.42,0,CHEMBL5730171,Radio ABL1 (64-515) Assay: For determination of ABL kinase activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3917328,,None,460.41,0,2.84,BDBM213415,O=C(Nc1ccc(OC(F)(F)F)cc1)c1ccc(N2C[C@H](O)[C@@H](O)C2)c(-c2cncnc2)c1,IC50,'<',3,nM,,,375240,UO_0000065,,,,,0,CHEMBL5730171,Radio ABL1 (64-515) Assay: For determination of ABL kinase activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3937855,,None,473.46,0,3.9,BDBM213427,O=C(Nc1ccc(OC(F)(F)F)cc1)c1cnc(N2CCCC(CO)C2)c(-c2cncnc2)c1,IC50,'<',3,nM,,,375252,UO_0000065,,,,,0,CHEMBL5730171,Radio ABL1 (64-515) Assay: For determination of ABL kinase activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4113329,,None,468.44,0,4.43,BDBM213432,N#C[C@H]1CCCN(c2ncc(C(=O)Nc3ccc(OC(F)(F)F)cc3)cc2-c2cncnc2)C1,IC50,'<',3,nM,,,375257,UO_0000065,,,,,0,CHEMBL5730171,Radio ABL1 (64-515) Assay: For determination of ABL kinase activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5416410,DASATINIB,4,506.03,0,3.31,Dasatinib,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1.O,IC50,'=',5780,nM,5.24,,,UO_0000065,10.73,0.22,1.93,4.92,0,CHEMBL4807640,Inhibition of ABL1 (unknown origin) G250E mutant using poly(Ala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4855726,,None,504.02,2,2.53,B3,Cc1nc(Nc2ncc(C(=O)Nc3c(Cl)ccnc3C)s2)cc(NN2CCN(CCO)CC2)n1,IC50,'=',3700,nM,5.43,,,UO_0000065,10.78,0.22,2.9,4.13,0,CHEMBL4807647,Inhibition of ABL1 (unknown origin) H396P mutant using poly(Ala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5416410,DASATINIB,4,506.03,0,3.31,Dasatinib,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1.O,IC50,'=',2480,nM,5.61,,,UO_0000065,11.49,0.23,2.3,5.26,0,CHEMBL4807647,Inhibition of ABL1 (unknown origin) H396P mutant using poly(Ala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL461768,,None,514.61,2,5.87,12i,Cc1cccc(C)c1/C=C/n1cnc2c(Nc3ccc(P(C)(C)=O)cc3)nc(C3CCN(C)CC3)nc21,IC50,'<',0.46,nM,,,,UO_0000065,,,,,0,CHEMBL976275,Inhibition of Abl kinase,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL1139396,1,Scientific Literature,Bioorg Med Chem Lett,2008,None,,,,0.46,,,,,,,,,,,,,,,,,,,
CHEMBL509941,,None,515.6,1,4.81,12d,Cc1cccc(C)c1/C=C/n1cnc2c(Nc3ccc(P(C)(C)=O)cc3)nc(N3CCN(C)CC3)nc21,IC50,'=',6.8,nM,8.17,,,UO_0000065,15.84,0.3,3.36,10.32,0,CHEMBL976275,Inhibition of Abl kinase,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL1139396,1,Scientific Literature,Bioorg Med Chem Lett,2008,None,,,,6.8,,,,,,,,,,,,,,,,,,,
CHEMBL488659,,None,487.59,1,7.13,7b,CCCP(=O)(CCC)c1ccc(Nc2nc(C(C)C)nc3c2ncn3/C=C\c2ccccc2)cc1,IC50,'=',626,nM,6.2,,,UO_0000065,12.72,0.24,-0.93,8.53,0,CHEMBL976275,Inhibition of Abl kinase,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL1139396,1,Scientific Literature,Bioorg Med Chem Lett,2008,None,,,,626,,,,,,,,,,,,,,,,,,,
CHEMBL495727,AT-9283,2,381.44,0,2.07,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4110946,,None,478.86,0,4.52,BDBM213458,O=C(Nc1ccc(OC(F)(F)F)cc1)c1cnc(N2CC[C@@H](O)C2)c(-c2cncc(Cl)c2)c1,IC50,'=',3,nM,8.52,,375283,UO_0000065,17.8,0.35,4,9.73,0,CHEMBL3888132,Radio ABL1 (64-515) Assay: For determination of ABL kinase activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4111553,,None,458.44,0,4.17,BDBM213411,Cc1ncc(-c2cc(C(=O)Nc3ccc(OC(F)(F)F)cc3)ccc2N2CC[C@@H](O)C2)cn1,IC50,'<',3,nM,,,375236,UO_0000065,,,,,0,CHEMBL3888132,Radio ABL1 (64-515) Assay: For determination of ABL kinase activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3975996,,None,360.3,0,3.69,BDBM222536,O=C(Nc1ccc(OC(F)(F)F)cc1)c1cc(-c2cncnc2)ccn1,IC50,'=',650,nM,6.19,,389305,UO_0000065,17.17,0.32,2.5,8.04,0,CHEMBL5730208,Radiometric Filter-Binding Assay: For determination of ABL kinase activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4110559,,None,439.4,0,4.63,BDBM222512,N#CC1(c2ncc(C(=O)Nc3ccc(OC(F)(F)F)cc3)cc2-c2cncnc2)CCC1,IC50,'=',6.2,nM,8.21,,389313,UO_0000065,18.68,0.35,3.58,8.14,0,CHEMBL5730209,Caliper Assay: All assays were performed in 384-well microtiter plates. Each assay plate contained 8-point serial dilutions for 40 test compounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL98,VORINOSTAT,4,264.32,0,2.47,SAHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL475796,,None,501.59,2,6.04,11,Cc1ccc(NCc2ccc(C(=O)Nc3ccccc3N)cc2)cc1Nc1nccc(-c2cccnc2)n1,IC50,'=',1120,nM,5.95,,,UO_0000065,11.86,0.21,-0.09,5.05,0,CHEMBL1022423,Inhibition of c-Abl T315I mutant by liquid scintillation counting,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,P00519,T315I,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL1153406,1,Scientific Literature,J Med Chem,2009,None,,,,1.12,,,,,,,,,,,,,,,,,,,
CHEMBL4549667,TP-030-2,None,481.35,0,3.12,EUB0000720,CN1C(=O)[C@@H](N2CCc3c(nn(Cc4ccccc4)c3Br)C2=O)COc2ccccc21,IC50,'=',1000,nM,6,,,UO_0000065,12.46,0.26,2.88,8.87,0,CHEMBL4884906,Abl(ABL1IHY1) Takeda global kinase panel,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL4507326,54,SGC Frankfurt - Donated Chemical Probes,,2021,None,Compound concentration None 1.0 uM,,,6,,,,,,,,,,,,,,,,,,,
CHEMBL3967070,,None,433.39,0,3.19,BDBM230815,CC1(O)CN(c2ncc(C(=O)Nc3ccc(OC(F)(F)F)cc3)cc2-c2ncc[nH]2)C1,IC50,'=',0.2,nM,9.7,,402899,UO_0000065,22.38,0.43,6.51,9.38,0,CHEMBL3888454,Caliper Assay: The assay plates were prepared by addition of 50 nL per well of compound solution in 90% DMSO. The kinase reactions were started by stepwise addition of 4.5 μL per well of peptide/ATP-solution (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3910722,,None,460.87,0,3.29,BDBM230801,N[C@@H]1[C@H]2CN(c3ncc(C(=O)Nc4ccc(OC(F)(F)Cl)cc4)cc3-c3ccn[nH]3)C[C@@H]12,IC50,'=',0.2,nM,9.7,,402885,UO_0000065,21.04,0.41,6.41,8.89,0,CHEMBL3888454,Caliper Assay: The assay plates were prepared by addition of 50 nL per well of compound solution in 90% DMSO. The kinase reactions were started by stepwise addition of 4.5 μL per well of peptide/ATP-solution (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3915875,,None,494.86,0,3.24,BDBM213672,O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2C[C@@H](O)[C@@H](O)C2)c(-c2cncc(F)c2)c1,IC50,'=',1,nM,9,,375496,UO_0000065,18.19,0.36,5.76,8.35,0,CHEMBL3888132,Radio ABL1 (64-515) Assay: For determination of ABL kinase activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3929380,,None,501.88,1,2.98,BDBM213677,N#Cc1cncc(-c2cc(C(=O)Nc3ccc(OC(F)(F)Cl)cc3)cnc2N2C[C@H](O)[C@@H](O)C2)c1,IC50,'<',0.1,nM,,,375501,UO_0000065,,,,,0,CHEMBL3888132,Radio ABL1 (64-515) Assay: For determination of ABL kinase activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3933733,,None,501.88,1,2.98,BDBM213698,N#Cc1ccncc1-c1cc(C(=O)Nc2ccc(OC(F)(F)Cl)cc2)cnc1N1C[C@H](O)[C@@H](O)C1,IC50,'=',2,nM,8.7,,375517,UO_0000065,17.33,0.34,5.72,6.61,0,CHEMBL3888132,Radio ABL1 (64-515) Assay: For determination of ABL kinase activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3898364,,None,447.83,0,3.14,BDBM213666,O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CC(O)C2)c(-c2cncnc2)c1,IC50,'=',1.1,nM,8.96,,375688,UO_0000065,20,0.39,5.82,8.92,0,CHEMBL3888133,Caliper ABL : The assay plates were prepared by addition of 50 nL per well of compound solution in 90% DMSO. The kinase reactions were started by stepwise addition of 4.5 uL per well of peptide/ATP-solution (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3951572,,None,447.42,0,3.36,BDBM230788,Cc1cc(-c2cc(C(=O)Nc3ccc(OC(F)(F)F)cc3)cnc2N2CC(CO)C2)[nH]n1,IC50,'=',2,nM,8.7,,402800,UO_0000065,19.44,0.37,5.34,8.42,0,CHEMBL3888453,Radiometric Filter-Binding Assay: The assay was performed by mixing 10 μL of the compound pre-diluted with 10 μL of ATP (20 μM ATP with 0.1 μCi [γ-33P]-ATP) with the phospho-acceptor peptide poly[Ala6Glu2LysHBr5Tyr1]=polyAEKY) in 20 mM Tris/HCl pH 7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3939643,,None,489.87,0,2.91,BDBM230792,N#Cc1ccc(-c2cc(C(=O)Nc3ccc(OC(F)(F)Cl)cc3)cnc2N2C[C@H](O)[C@@H](O)C2)[nH]1,IC50,'=',1,nM,9,,402803,UO_0000065,18.37,0.36,6.09,6.69,0,CHEMBL3888453,Radiometric Filter-Binding Assay: The assay was performed by mixing 10 μL of the compound pre-diluted with 10 μL of ATP (20 μM ATP with 0.1 μCi [γ-33P]-ATP) with the phospho-acceptor peptide poly[Ala6Glu2LysHBr5Tyr1]=polyAEKY) in 20 mM Tris/HCl pH 7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3915875,,None,494.86,0,3.24,BDBM213672,O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2C[C@@H](O)[C@@H](O)C2)c(-c2cncc(F)c2)c1,IC50,'=',0.6,nM,9.22,,375694,UO_0000065,18.64,0.37,5.98,8.55,0,CHEMBL3888133,Caliper ABL : The assay plates were prepared by addition of 50 nL per well of compound solution in 90% DMSO. The kinase reactions were started by stepwise addition of 4.5 uL per well of peptide/ATP-solution (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3983162,,None,492.91,0,3,BDBM230799,CN(C)[C@H]1CN(c2ncc(C(=O)Nc3ccc(OC(F)(F)Cl)cc3)cc2-c2ccn[nH]2)C[C@@H]1O,IC50,'<',0.1,nM,,,402810,UO_0000065,,,,,0,CHEMBL3888453,Radiometric Filter-Binding Assay: The assay was performed by mixing 10 μL of the compound pre-diluted with 10 μL of ATP (20 μM ATP with 0.1 μCi [γ-33P]-ATP) with the phospho-acceptor peptide poly[Ala6Glu2LysHBr5Tyr1]=polyAEKY) in 20 mM Tris/HCl pH 7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3916724,,None,460.87,0,3.43,BDBM230800,NC12CC1CN(c1ncc(C(=O)Nc3ccc(OC(F)(F)Cl)cc3)cc1-c1ccn[nH]1)C2,IC50,'=',1,nM,9,,402811,UO_0000065,19.53,0.38,5.57,8.24,0,CHEMBL3888453,Radiometric Filter-Binding Assay: The assay was performed by mixing 10 μL of the compound pre-diluted with 10 μL of ATP (20 μM ATP with 0.1 μCi [γ-33P]-ATP) with the phospho-acceptor peptide poly[Ala6Glu2LysHBr5Tyr1]=polyAEKY) in 20 mM Tris/HCl pH 7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4108311,,None,502.88,1,4.75,BDBM213695,N#Cc1ccc(F)cc1-c1cc(C(=O)Nc2ccc(OC(F)(F)Cl)cc2)cnc1N1CC[C@@H](O)C1,IC50,'=',1.5,nM,8.82,,375716,UO_0000065,17.55,0.34,4.07,8.96,0,CHEMBL3888133,Caliper ABL : The assay plates were prepared by addition of 50 nL per well of compound solution in 90% DMSO. The kinase reactions were started by stepwise addition of 4.5 uL per well of peptide/ATP-solution (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2030553,,None,388.48,0,3.24,BDBM50383380,COc1ccc2cc(-c3nn(CC4CCNCC4)c4ncnc(N)c34)ccc2c1,IC50,'>',20000,nM,,,860675,UO_0000065,,,,,1,CHEMBL5734775,luminescent kinase assay: Inhibition of TgCDPK1 and CpCDPK1 was determined using a luminescent kinase assay which measures ATP depletion in the presence of the Syntide 2 peptide substrate (KinaseGlo). (U.S. Provisional Patent Application No. 61/299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2063926,,None,505.7,1,3.58,17,CSc1ccccc1Nc1nc(N2CCN(C3CCNCC3)CC2)nc2c(NCC3CC3)ncnc12,IC50,'<',10000,nM,,,,UO_0000065,,,,,0,CHEMBL2065134,Inhibition of ABL1 by FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL2062359,1,Scientific Literature,Bioorg Med Chem Lett,2012,None,,,,10,,,,,,,,,,,,,,,,,,,
CHEMBL4591082,SR-302,None,622.79,1,3.26,EUB0000712,CS(=O)(=O)N1CCCC(NC(=O)[C@H](CCC2CCCCC2)NC(=O)c2ccc(CNC(=O)c3cnc4ccccn34)cc2)C1,IC50,'>',25000,nM,,,Slightly Active,UO_0000065,,,,,0,CHEMBL4884594,NanoBRET (SGC-Frankfurt) (ABL1),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,Target protein length: full-length | Target protein type: HEK293T cells,,,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL4507324,54,SGC Frankfurt - Donated Chemical Probes,,2021,None,,,,25,,,,,,,,,,,,,,,,,,,
CHEMBL5202391,,None,464.57,0,3.44,11b,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)cc2)cc1C#Cc1cnc2cccnn12,IC50,'=',547,nM,6.26,,,UO_0000065,13.48,0.24,2.82,9.52,0,CHEMBL5142404,Inhibition of recombinant human full-length His-tagged ABL1 T315I mutant cytoplasmic domain expressed in baculovirus infected insect cells using Tyr 02 as substrate measured after 1 hr by Z'-lyte assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,P00519,T315I,CHEMBL1862,Tyrosine-protein kinase ABL1,Homo sapiens,SINGLE PROTEIN,CHEMBL5137090,1,Scientific Literature,J Med Chem,2022,None,TIME = 1.0 hr,INHIBITOR,,547,,,,,,,,,,,,,,,,,,,
